HMDB,a.mode,metabolite,Symbol,Uniprot,type(a),ProtName,pubchem,CellLoc,TissueLoc,BSLoc,metabolite_subclass,a.combined_score,a.experiment,a.database,a.prediction,a.textmining
"""HMDB0000295""","""activation""","""Uridine 5'-diphosphate""","""P2RY8""","""uniprot:Q86VZ1""","""StitchMetaboliteReceptor""",null,6031,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome"", ""Mitochondria"", ""Nucleus""]","[""Placenta"", ""Prostate"", ""Thyroid Gland""]","[""Blood""]","""Pyrimidine ribonucleotides""",800,0,0,800,0
"""HMDB0000285""","""activation""","""Uridine triphosphate""","""P2RY8""","""uniprot:Q86VZ1""","""StitchMetaboliteReceptor""",null,6133,"[""Cytoplasm"", ""Extracellular"", ""Mitochondria"", ""Nucleus""]",null,"[""Saliva""]","""Pyrimidine ribonucleotides""",800,0,0,800,0
"""HMDB0000929""","""activation""","""L-Tryptophan""","""CASR""","""uniprot:P41180""","""CellinkerMetaboliteReceptor""",null,6305,"[""Extracellular""]","[""Fibroblasts"", ""Neuron"", ""Placenta"", ""Prostate""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Indolyl carboxylic acids and derivatives""",null,null,null,null,null
"""HMDB0000929""","""inhibition""","""L-Tryptophan""","""CASR""","""uniprot:P41180""","""ScconnectMetaboliteReceptor""",null,6305,"[""Extracellular""]","[""Fibroblasts"", ""Neuron"", ""Placenta"", ""Prostate""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Indolyl carboxylic acids and derivatives""",null,null,null,null,null
"""HMDB0000464""","""binding""","""Calcium""","""CASR""","""uniprot:P41180""","""StitchMetaboliteReceptor""",null,271,"[""Extracellular""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,929,0,0,900,320
"""HMDB0000148""","""binding""","""L-Glutamic acid""","""CASR""","""uniprot:P41180""","""StitchMetaboliteReceptor""",null,33032,"[""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Amino acids, peptides, and analogues""",943,0,409,900,104
"""HMDB0000464""","""binding""","""Calcium""","""CASR""","""uniprot:P41180""","""StitchMetaboliteReceptor""",null,271,"[""Extracellular""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,929,0,0,900,317
"""HMDB0034442""","""binding""","""L-trans-alpha-Amino-2-carboxycyclopropaneacetic acid""","""CASR""","""uniprot:P41180""","""StitchMetaboliteReceptor""",null,1271,"[""Cytoplasm"", ""Extracellular""]",null,null,"""Amino acids, peptides, and analogues""",309,0,309,0,0
"""HMDB0000464""","""activation""","""Calcium""","""CASR""","""uniprot:P41180""","""StitchMetaboliteReceptor""",null,271,"[""Extracellular""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,929,0,0,900,320
"""HMDB0000517""","""activation""","""L-Arginine""","""CASR""","""uniprot:P41180""","""StitchMetaboliteReceptor""",null,6322,"[""Cytoplasm"", ""Extracellular"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Amino acids, peptides, and analogues""",934,0,0,900,366
"""HMDB0000464""","""activation""","""Calcium""","""CASR""","""uniprot:P41180""","""StitchMetaboliteReceptor""",null,271,"[""Extracellular""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,929,0,0,900,317
"""HMDB0000464""","""activation""","""Calcium""","""ATP2A2""","""uniprot:P16615""","""StitchMetaboliteReceptor""",null,271,"[""Extracellular""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,975,0,712,900,201
"""HMDB0000588""","""activation""","""Sodium""","""ATP2A2""","""uniprot:P16615""","""StitchMetaboliteReceptor""",null,923,"[""Extracellular"", ""Golgi apparatus"", ""Peroxisome""]","[""Kidney""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,864,0,712,0,542
"""HMDB0000464""","""activation""","""Calcium""","""ATP2A2""","""uniprot:P16615""","""StitchMetaboliteReceptor""",null,271,"[""Extracellular""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,975,0,712,900,200
"""HMDB0000588""","""activation""","""Sodium""","""ATP2A2""","""uniprot:P16615""","""StitchMetaboliteReceptor""",null,923,"[""Extracellular"", ""Golgi apparatus"", ""Peroxisome""]","[""Kidney""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,864,0,712,0,544
"""HMDB0001442""","""activation""","""Prostaglandin E1""","""PTGIR""","""uniprot:P43119""","""CellinkerMetaboliteReceptor""",null,5280723,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","[""Blood""]","""Eicosanoids""",null,null,null,null,null
"""HMDB0001335""","""activation""","""Prostaglandin I2""","""PTGIR""","""uniprot:P43119""","""CellinkerMetaboliteReceptor""",null,5282411,"[""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Bladder"", ""Blood"", ""Brain"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]",null,"""Eicosanoids""",null,null,null,null,null
"""HMDB0001335""","""activation""","""Prostaglandin I2""","""PTGIR""","""uniprot:P43119""","""CellphoneMetaboliteReceptor""",null,5282411,"[""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Bladder"", ""Blood"", ""Brain"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]",null,"""Eicosanoids""",null,null,null,null,null
"""HMDB0001335""","""activation""","""Prostaglandin I2""","""PTGIR""","""uniprot:P43119""","""ScconnectMetaboliteReceptor""",null,5282411,"[""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Bladder"", ""Blood"", ""Brain"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]",null,"""Eicosanoids""",null,null,null,null,null
"""HMDB0000273""","""binding""","""Thymidine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,5789,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Pyrimidine 2'-deoxyribonucleosides""",205,0,205,0,0
"""HMDB0001273""","""binding""","""Guanosine triphosphate""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,6830,"[""Cytoplasm"", ""Extracellular"", ""Mitochondria"", ""Nucleus""]","[""Neuron"", ""Placenta"", ""Platelet"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)""]","""Purine ribonucleotides""",908,0,0,900,110
"""HMDB0000975""","""binding""","""Trehalose""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,7427,"[""Extracellular""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","[""Feces"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",322,0,322,0,0
"""HMDB0001201""","""binding""","""Guanosine diphosphate""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,8977,"[""Cytoplasm"", ""Extracellular"", ""Golgi apparatus"", ""Mitochondria"", ""Nucleus""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)""]","""Purine ribonucleotides""",900,0,0,900,0
"""HMDB0014323""","""binding""","""Valsartan""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,60846,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Amino acids, peptides, and analogues""",417,0,259,0,236
"""HMDB0000050""","""binding""","""Adenosine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,60961,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]",null,930,0,237,900,136
"""HMDB0014844""","""binding""","""Tamsulosin""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,129211,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Phenethylamines""",325,0,325,0,0
"""HMDB0002689""","""binding""","""13,14-Dihydro PGE1""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,161273,"[""Extracellular"", ""Membrane""]",null,"[""Blood""]","""Eicosanoids""",408,0,408,0,0
"""HMDB0000169""","""binding""","""D-Mannose""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,185698,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",322,0,322,0,0
"""HMDB0000216""","""binding""","""Norepinephrine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,439260,"[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""Benzenediols""",937,0,249,900,220
"""HMDB0008923""","""binding""","""PE(16:0/16:0)""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,445468,"[""Extracellular"", ""Membrane""]","[""All Tissues"", ""Brain""]","[""Feces""]","""Glycerophosphoethanolamines""",322,0,322,0,0
"""HMDB0000674""","""binding""","""PA(16:0/16:0)""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,446066,"[""Extracellular"", ""Membrane""]",null,"[""Blood""]","""Glycerophosphates""",322,0,322,0,0
"""HMDB0036565""","""binding""","""beta-Ionone""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,638014,"[""Extracellular"", ""Membrane""]",null,"[""Saliva""]","""Sesquiterpenoids""",322,0,322,0,0
"""HMDB0001358""","""binding""","""Retinal""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,638015,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Urine""]","""Retinoids""",322,0,322,0,0
"""HMDB0001220""","""binding""","""Prostaglandin E2""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,5280360,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Epidermis"", ""Fibroblasts"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Eicosanoids""",970,0,580,900,343
"""HMDB0001442""","""binding""","""Prostaglandin E1""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,5280723,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","[""Blood""]","""Eicosanoids""",827,0,743,0,342
"""HMDB0004080""","""binding""","""Anandamide""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,5281969,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""Amines""",211,0,211,0,0
"""HMDB0015064""","""binding""","""Misoprostol""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,5282381,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Eicosanoids""",835,0,199,800,0
"""HMDB0001335""","""binding""","""Prostaglandin I2""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,5282411,"[""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Bladder"", ""Blood"", ""Brain"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]",null,"""Eicosanoids""",929,0,0,900,319
"""HMDB0015041""","""binding""","""Bimatoprost""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,5311027,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Eicosanoids""",800,0,0,800,0
"""HMDB0015220""","""binding""","""Iloprost""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,6443959,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Eicosanoids""",800,0,0,800,0
"""HMDB0000990""","""binding""","""Acetaldehyde""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,177,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Carbonyl compounds""",322,0,322,0,0
"""HMDB0000073""","""binding""","""Dopamine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,681,"[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Benzenediols""",925,0,274,900,0
"""HMDB0000123""","""binding""","""Glycine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,750,"[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Amino acids, peptides, and analogues""",283,0,283,0,0
"""HMDB0000870""","""binding""","""Histamine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,774,"[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Amines""",943,0,204,900,328
"""HMDB0000220""","""binding""","""Palmitic acid""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,985,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Fatty acids and conjugates""",467,0,322,0,236
"""HMDB0014466""","""binding""","""Amitriptyline""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,2160,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]",null,286,0,286,0,0
"""HMDB0014683""","""binding""","""Amoxapine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,2170,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Dibenzoxazepines""",214,0,214,0,0
"""HMDB0015267""","""binding""","""Carvedilol""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,2585,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Carbazoles""",274,0,274,0,0
"""HMDB0014620""","""binding""","""Chlorpromazine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,2726,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Phenothiazines""",267,0,267,0,0
"""HMDB0014677""","""binding""","""Ciprofloxacin""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,2764,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Quinoline carboxylic acids""",282,0,282,0,0
"""HMDB0015477""","""binding""","""Clenbuterol""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,2783,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Halobenzenes""",276,0,276,0,0
"""HMDB0015282""","""binding""","""Desipramine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,2995,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Dibenzazepines""",280,0,280,0,0
"""HMDB0014328""","""binding""","""Amphetamine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,3007,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""Phenethylamines""",275,0,275,0,0
"""HMDB0014473""","""binding""","""Indomethacin""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,3715,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Benzoylindoles""",961,0,176,900,554
"""HMDB0040987""","""binding""","""(-)-Morphine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,4253,"[""Cytoplasm"", ""Extracellular""]",null,null,null,382,101,332,0,0
"""HMDB0014680""","""binding""","""Nortriptyline""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,4543,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]",null,286,0,286,0,0
"""HMDB0015070""","""binding""","""Oxymetazoline""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,4636,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Xylenes""",270,0,270,0,0
"""HMDB0014600""","""binding""","""Prazosin""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,4893,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Piperazines""",478,0,366,0,201
"""HMDB0000259""","""binding""","""Serotonin""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,5202,"[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Tryptamines and derivatives""",928,0,310,900,0
"""HMDB0014794""","""binding""","""Trazodone""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,5533,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Piperazines""",209,0,209,0,0
"""HMDB0031404""","""binding""","""Cyclohexylamine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,7965,"[""Cytoplasm"", ""Extracellular""]",null,"[""Blood"", ""Feces""]","""Cyclohexylamines""",307,0,307,0,0
"""HMDB0015559""","""binding""","""Thioproperazine""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,9429,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Phenothiazines""",275,0,275,0,0
"""HMDB0032477""","""binding""","""Polyoxyethylene 40 monostearate""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,24762,"[""Extracellular"", ""Membrane""]",null,null,"""Fatty acid esters""",287,0,287,0,0
"""HMDB0014940""","""binding""","""Alfentanil""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,51263,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Anilides""",273,0,273,0,0
"""HMDB0013657""","""binding""","""2-Arachidonyl Glycerol ether""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,6483057,"[""Extracellular"", ""Membrane""]",null,null,null,205,0,205,0,0
"""HMDB0015064""","""inhibition""","""Misoprostol""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,5282381,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Eicosanoids""",835,0,199,800,0
"""HMDB0014473""","""inhibition""","""Indomethacin""","""PTGIR""","""uniprot:P43119""","""StitchMetaboliteReceptor""",null,3715,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Benzoylindoles""",961,0,176,900,554
