,HMDB,Symbol,Direction,MetName,Transport,T_direction,Reversibility,DB
1593,HMDB0000045,PDE4C,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
12706,HMDB0001043,CYP4F8,degrading,Arachidonic acid,unknown,unknown,irreversible,ReconProductionDegradation
1064,HMDB0001114,HADHA,producing,Stearoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12705,HMDB0001085,CYP4F8,degrading,Leukotriene B4,unknown,unknown,irreversible,ReconProductionDegradation
12116,HMDB0001322,FADS3,degrading,Oleoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12704,HMDB0000234,CYP4F8,degrading,Testosterone,unknown,unknown,irreversible,ReconProductionDegradation
11742,HMDB0304089,ACOX3,producing,2-trans-dodecenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11031,HMDB0060301,GSTT2,degrading,"(1S,2R)-Naphthalene 1,2-oxide",unknown,unknown,irreversible,ReconProductionDegradation
11730,HMDB0001197,ACOX3,producing,FADH,unknown,unknown,reversible,ReconProductionDegradation
44114,HMDB0029593,CYP2C19,degrading,Trichloroethylene,unknown,unknown,irreversible,ReconProductionDegradation
11049,HMDB0060327,GSTT2,producing,"1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene",unknown,unknown,irreversible,ReconProductionDegradation
1065,HMDB0004258,HADHA,producing,Eicosanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1066,HMDB0001243,HADHA,producing,Isobutyryl-CoA,unknown,unknown,reversible,ReconProductionDegradation
11044,HMDB0060507,GSTT2,producing,S-(Formylmethyl)glutathione,unknown,unknown,irreversible,ReconProductionDegradation
11045,HMDB0060506,GSTT2,producing,"S-(2,2-Dichloro-1-hydroxy)ethyl glutathione",unknown,unknown,irreversible,ReconProductionDegradation
11046,HMDB0060329,GSTT2,producing,"1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene",unknown,unknown,irreversible,ReconProductionDegradation
11047,HMDB0060330,GSTT2,producing,"1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene",unknown,unknown,irreversible,ReconProductionDegradation
1571,HMDB0000221,PDPR,degrading,NADPH,unknown,unknown,reversible,ReconProductionDegradation
11048,HMDB0060326,GSTT2,producing,"1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene",unknown,unknown,irreversible,ReconProductionDegradation
257,HMDB0004243,GPX1,degrading,12(S)-HPETE,unknown,unknown,reversible,ReconProductionDegradation
11034,HMDB0060357,GSTT2,degrading,"2,2-Dichloroacetaldehyde",unknown,unknown,irreversible,ReconProductionDegradation
11050,HMDB0060358,GSTT2,producing,"2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene",unknown,unknown,irreversible,ReconProductionDegradation
258,HMDB0001193,GPX1,degrading,5(S)-Hydroperoxyeicosatetraenoic acid,unknown,unknown,irreversible,ReconProductionDegradation
1570,HMDB0001426,PDPR,degrading,Formaldehyde,unknown,unknown,reversible,ReconProductionDegradation
11051,HMDB0060381,GSTT2,producing,"3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene",unknown,unknown,irreversible,ReconProductionDegradation
1569,HMDB0000271,PDPR,degrading,Sarcosine,unknown,unknown,reversible,ReconProductionDegradation
259,HMDB0003871,GPX1,degrading,13-L-Hydroperoxylinoleic acid,unknown,unknown,irreversible,ReconProductionDegradation
260,HMDB0000221,GPX1,degrading,NADPH,unknown,unknown,irreversible,ReconProductionDegradation
1565,HMDB0000045,HECW1,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
11035,HMDB0060332,GSTT2,degrading,"1-Nitronaphthalene-7,8-oxide",unknown,unknown,irreversible,ReconProductionDegradation
11036,HMDB0060331,GSTT2,degrading,"1-Nitronaphthalene-5,6-oxide",unknown,unknown,irreversible,ReconProductionDegradation
11037,HMDB0060446,GSTT2,degrading,"Bromobenzene-2,3-oxide",unknown,unknown,irreversible,ReconProductionDegradation
11038,HMDB0060448,GSTT2,degrading,"Bromobenzene-3,4-oxide",unknown,unknown,irreversible,ReconProductionDegradation
11039,HMDB0006558,GSTT2,degrading,"2,3-Epoxyaflatoxin B1",unknown,unknown,irreversible,ReconProductionDegradation
11040,HMDB0060438,GSTT2,degrading,"Benzo[a]pyrene-7,8-diol",unknown,unknown,irreversible,ReconProductionDegradation
11729,HMDB0001168,ACOX3,producing,"2,4-Decadienoyl-CoA",unknown,unknown,reversible,ReconProductionDegradation
11727,HMDB0000538,ACOX3,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
246,HMDB0006807,AKR1B15,degrading,3-Hydroxypropionyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
247,HMDB0000217,AKR1B15,degrading,NADP,unknown,unknown,reversible,ReconProductionDegradation
248,HMDB0002170,AKR1B15,producing,Malonyl-CoA semialdehyde,unknown,unknown,reversible,ReconProductionDegradation
11726,HMDB0000902,ACOX3,degrading,NAD,unknown,unknown,irreversible,ReconProductionDegradation
12117,HMDB0000221,FADS3,degrading,NADPH,unknown,unknown,irreversible,ReconProductionDegradation
249,HMDB0000221,AKR1B15,producing,NADPH,unknown,unknown,reversible,ReconProductionDegradation
47146,HMDB0000058,ADCY2,producing,Cyclic AMP,unknown,unknown,irreversible,ReconProductionDegradation
1459,HMDB0011649,ANXA3,degrading,Glycerophosphoinositol,unknown,unknown,irreversible,ReconProductionDegradation
1024,HMDB0012556,HADHA,degrading,13'-Carboxy-alpha-tocotrienol,unknown,unknown,irreversible,ReconProductionDegradation
12382,HMDB0000073,CSGALNACT1,degrading,Dopamine,unknown,unknown,irreversible,ReconProductionDegradation
478,HMDB0031046,ACSL3,degrading,9E-Heptadecenoic acid,unknown,unknown,reversible,ReconProductionDegradation
479,HMDB0000521,ACSL3,degrading,5Z-Tetradecenoic acid,unknown,unknown,reversible,ReconProductionDegradation
43682,HMDB0011669,PIGQ,producing,6-(N-Acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol,unknown,unknown,irreversible,ReconProductionDegradation
43683,HMDB0000295,PIGQ,producing,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation
480,HMDB0000910,ACSL3,degrading,Tridecanoic acid,unknown,unknown,reversible,ReconProductionDegradation
481,HMDB0000638,ACSL3,degrading,Dodecanoic acid,unknown,unknown,reversible,ReconProductionDegradation
482,HMDB0006547,ACSL3,degrading,Stearidonic acid,unknown,unknown,irreversible,ReconProductionDegradation
483,HMDB0003229,ACSL3,degrading,Palmitoleic acid,unknown,unknown,irreversible,ReconProductionDegradation
1216,HMDB0001341,PANK3,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
476,HMDB0000573,ACSL3,degrading,Elaidic acid,unknown,unknown,reversible,ReconProductionDegradation
1218,HMDB0000305,ADH4,degrading,Vitamin A,unknown,unknown,irreversible,ReconProductionDegradation
44035,HMDB0001341,PIK3CA,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
43716,HMDB0000335,CYP4X1,producing,16a-Hydroxyestrone,unknown,unknown,irreversible,ReconProductionDegradation
44034,HMDB0004249,PIK3CA,producing,"Phosphatidylinositol-3,4,5-trisphosphate",unknown,unknown,irreversible,ReconProductionDegradation
43715,HMDB0000338,CYP4X1,producing,2-Hydroxyestradiol,unknown,unknown,irreversible,ReconProductionDegradation
1334,HMDB0000595,SLCO1C1,producing,Hydrogen carbonate,e->c,in,reversible,ReconProductionDegradation
477,HMDB0003231,ACSL3,degrading,Vaccenic acid,unknown,unknown,reversible,ReconProductionDegradation
1215,HMDB0001416,PANK3,producing,Pantetheine 4'-phosphate,unknown,unknown,irreversible,ReconProductionDegradation
359,HMDB0001498,ITPKC,degrading,"myo-Inositol 1,4,5-trisphosphate",unknown,unknown,irreversible,ReconProductionDegradation
1207,HMDB0001338,PANK3,degrading,Palmityl-CoA,unknown,unknown,reversible,ReconProductionDegradation
12261,HMDB0000045,SH3RF2,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
1340,HMDB0000221,BDH2,producing,NADPH,unknown,unknown,reversible,ReconProductionDegradation
1339,HMDB0002170,BDH2,producing,Malonyl-CoA semialdehyde,unknown,unknown,reversible,ReconProductionDegradation
12388,HMDB0000295,CSGALNACT1,producing,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation
470,HMDB0002884,ACSL3,degrading,Cetoleic acid,unknown,unknown,reversible,ReconProductionDegradation
471,HMDB0002068,ACSL3,degrading,Erucic acid,unknown,unknown,reversible,ReconProductionDegradation
472,HMDB0002345,ACSL3,degrading,Heneicosanoic acid,unknown,unknown,reversible,ReconProductionDegradation
1338,HMDB0000217,BDH2,degrading,NADP,unknown,unknown,reversible,ReconProductionDegradation
475,HMDB0000772,ACSL3,degrading,Nonadecanoic acid,unknown,unknown,reversible,ReconProductionDegradation
12265,HMDB0000538,BMPR1B,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
1208,HMDB0000538,PANK3,degrading,Adenosine triphosphate,unknown,unknown,reversible,ReconProductionDegradation
12266,HMDB0001341,BMPR1B,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
1337,HMDB0006807,BDH2,degrading,3-Hydroxypropionyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
1212,HMDB0001016,PANK3,producing,D-4'-Phosphopantothenate,unknown,unknown,irreversible,ReconProductionDegradation
1214,HMDB0001117,PANK3,producing,4'-Phosphopantothenoylcysteine,unknown,unknown,reversible,ReconProductionDegradation
473,HMDB0010378,ACSL3,degrading,"5,8,11-Eicosatrienoic acid",unknown,unknown,reversible,ReconProductionDegradation
474,HMDB0002231,ACSL3,degrading,11Z-Eicosenoic acid,unknown,unknown,reversible,ReconProductionDegradation
1333,HMDB0006224,SLCO1C1,producing,17-beta-Estradiol-3-glucuronide,c->e,out,reversible,ReconProductionDegradation
1219,HMDB0001509,ADH4,degrading,20-Hydroxy-leukotriene B4,unknown,unknown,reversible,ReconProductionDegradation
44031,HMDB0000538,PIK3CA,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
1321,HMDB0000191,SLC25A13,producing,L-Aspartic acid,c->m,in,irreversible,ReconProductionDegradation
12376,HMDB0000803,CHIA,producing,beta-N-Acetylglucosamine,unknown,unknown,irreversible,ReconProductionDegradation
485,HMDB0001043,ACSL3,degrading,Arachidonic acid,unknown,unknown,reversible,ReconProductionDegradation
1322,HMDB0000148,SLC25A13,producing,L-Glutamic acid,m->c,out,irreversible,ReconProductionDegradation
11499,HMDB0000061,CHST5,producing,"Adenosine 3',5'-diphosphate",unknown,unknown,irreversible,ReconProductionDegradation
1224,HMDB0060451,ADH4,degrading,Chloral hydrate,unknown,unknown,irreversible,ReconProductionDegradation
11497,HMDB0001134,CHST5,degrading,Phosphoadenosine phosphosulfate,unknown,unknown,irreversible,ReconProductionDegradation
1220,HMDB0001875,ADH4,degrading,Methanol,unknown,unknown,reversible,ReconProductionDegradation
43685,HMDB0000122,SLC2A14,producing,D-Glucose,c->e,out,reversible,ReconProductionDegradation
1225,HMDB0006242,ADH4,degrading,"3,4-Dihydroxymandelaldehyde",unknown,unknown,reversible,ReconProductionDegradation
1226,HMDB0001358,ADH4,producing,Retinal,unknown,unknown,irreversible,ReconProductionDegradation
1227,HMDB0000318,ADH4,producing,"3,4-Dihydroxyphenylglycol",unknown,unknown,reversible,ReconProductionDegradation
486,HMDB0003073,ACSL3,degrading,gamma-Linolenic acid,unknown,unknown,reversible,ReconProductionDegradation
11501,HMDB0004081,CHST5,producing,6-Hydroxymelatonin,unknown,unknown,reversible,ReconProductionDegradation
12377,HMDB0000215,CHIA,producing,N-Acetyl-D-glucosamine,unknown,unknown,irreversible,ReconProductionDegradation
1332,HMDB0001425,SLCO1C1,producing,Estrone sulfate,c->e,out,reversible,ReconProductionDegradation
1331,HMDB0000248,SLCO1C1,producing,Thyroxine,c->e,out,reversible,ReconProductionDegradation
44025,HMDB0000295,B3GALNT2,producing,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation
1330,HMDB0000265,SLCO1C1,producing,Liothyronine,c->e,out,reversible,ReconProductionDegradation
12381,HMDB0000935,CSGALNACT1,degrading,Uridine diphosphate glucuronic acid,unknown,unknown,irreversible,ReconProductionDegradation
44023,HMDB0000302,B3GALNT2,degrading,Uridine diphosphategalactose,unknown,unknown,irreversible,ReconProductionDegradation
12380,HMDB0000290,CSGALNACT1,degrading,Uridine diphosphate-N-acetylglucosamine,unknown,unknown,irreversible,ReconProductionDegradation
43714,HMDB0001248,CYP4X1,producing,FAD,unknown,unknown,irreversible,ReconProductionDegradation
1221,HMDB0012455,ADH4,degrading,"3 alpha,7 alpha,26-Trihydroxy-5beta-cholestane",unknown,unknown,reversible,ReconProductionDegradation
1222,HMDB0000108,ADH4,degrading,Ethanol,unknown,unknown,irreversible,ReconProductionDegradation
1223,HMDB0001881,ADH4,degrading,Propylene glycol,unknown,unknown,irreversible,ReconProductionDegradation
12379,HMDB0000304,CSGALNACT1,degrading,Uridine diphosphate-N-acetylgalactosamine,unknown,unknown,irreversible,ReconProductionDegradation
484,HMDB0000482,ACSL3,degrading,Caprylic acid,unknown,unknown,irreversible,ReconProductionDegradation
1206,HMDB0006834,PANK3,degrading,D-Pantothenoyl-L-cysteine,unknown,unknown,reversible,ReconProductionDegradation
1205,HMDB0000210,PANK3,degrading,Pantothenic acid,unknown,unknown,irreversible,ReconProductionDegradation
468,HMDB0060039,ACSL3,degrading,Dihomo-alpha-linolenic acid,unknown,unknown,reversible,ReconProductionDegradation
469,HMDB0001160,ACSL3,degrading,Tricosanoic acid,unknown,unknown,reversible,ReconProductionDegradation
46987,HMDB0003377,SUCLG1,producing,Itaconyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
46986,HMDB0060124,SUCLG1,producing,Mesaconyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
12254,HMDB0001548,RPUSD4,producing,D-Ribose 5-phosphate,unknown,unknown,reversible,ReconProductionDegradation
11337,HMDB0000870,AOC2,degrading,Histamine,unknown,unknown,irreversible,ReconProductionDegradation
1372,HMDB0000252,ACER3,producing,Sphingosine,unknown,unknown,irreversible,ReconProductionDegradation
11338,HMDB0000073,AOC2,degrading,Dopamine,unknown,unknown,irreversible,ReconProductionDegradation
1371,HMDB0004610,ACER3,producing,Phytosphingosine,unknown,unknown,irreversible,ReconProductionDegradation
11344,HMDB0041610,AOC2,producing,"(2,2-Diethoxyethyl)benzene",unknown,unknown,irreversible,ReconProductionDegradation
46985,HMDB0001022,SUCLG1,producing,Succinyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
1189,HMDB0003391,ENO2,degrading,2-Phospho-D-glyceric acid,unknown,unknown,reversible,ReconProductionDegradation
46984,HMDB0001201,SUCLG1,producing,Guanosine diphosphate,unknown,unknown,reversible,ReconProductionDegradation
11341,HMDB0000002,AOC2,degrading,"1,3-Diaminopropane",unknown,unknown,irreversible,ReconProductionDegradation
11342,HMDB0001190,AOC2,producing,Indoleacetaldehyde,unknown,unknown,irreversible,ReconProductionDegradation
11343,HMDB0001080,AOC2,producing,4-Aminobutyraldehyde,unknown,unknown,irreversible,ReconProductionDegradation
46989,HMDB0001341,SUCLG1,producing,ADP,unknown,unknown,reversible,ReconProductionDegradation
12251,HMDB0001271,RPUSD4,degrading,Pseudouridine 5'-phosphate,unknown,unknown,reversible,ReconProductionDegradation
11336,HMDB0000164,AOC2,degrading,Methylamine,unknown,unknown,irreversible,ReconProductionDegradation
46997,HMDB0000538,ABL1,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
43717,HMDB0004244,CYP4X1,producing,15(S)-HPETE,unknown,unknown,reversible,ReconProductionDegradation
12248,HMDB0000061,CHST14,producing,"Adenosine 3',5'-diphosphate",unknown,unknown,irreversible,ReconProductionDegradation
465,HMDB0061714,ACSL3,degrading,Docosadienoate (22:2n6),unknown,unknown,reversible,ReconProductionDegradation
12413,HMDB0002009,GCDH,producing,Crotonoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12412,HMDB0001197,GCDH,producing,FADH,unknown,unknown,irreversible,ReconProductionDegradation
12411,HMDB0059661,GCDH,producing,QH(2),unknown,unknown,reversible,ReconProductionDegradation
466,HMDB0005060,ACSL3,degrading,Eicosadienoic acid,unknown,unknown,reversible,ReconProductionDegradation
12408,HMDB0001339,GCDH,degrading,Glutaryl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12407,HMDB0001248,GCDH,degrading,FAD,unknown,unknown,irreversible,ReconProductionDegradation
12406,HMDB0002012,GCDH,degrading,Ubiquinone-1,unknown,unknown,reversible,ReconProductionDegradation
467,HMDB0002823,ACSL3,degrading,Docosatrienoic acid,unknown,unknown,reversible,ReconProductionDegradation
12255,HMDB0000300,RPUSD4,producing,Uracil,unknown,unknown,reversible,ReconProductionDegradation
11345,HMDB0060253,AOC2,producing,1-Methylpyrrolinium,unknown,unknown,irreversible,ReconProductionDegradation
12259,HMDB0000538,SH3RF2,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
12399,HMDB0001341,ILK,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
12398,HMDB0000538,ILK,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
12396,HMDB0001341,ATP8A1,producing,ADP,c->e,out,irreversible,ReconProductionDegradation
12257,HMDB0000538,STK33,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
12258,HMDB0001341,STK33,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
46981,HMDB0001423,SUCLG1,degrading,Coenzyme A,unknown,unknown,reversible,ReconProductionDegradation
11346,HMDB0004181,AOC2,producing,Methylimidazole acetaldehyde,unknown,unknown,irreversible,ReconProductionDegradation
46980,HMDB0001273,SUCLG1,degrading,Guanosine triphosphate,unknown,unknown,reversible,ReconProductionDegradation
46979,HMDB0002092,SUCLG1,degrading,Itaconic acid,unknown,unknown,reversible,ReconProductionDegradation
46978,HMDB0000538,SUCLG1,degrading,Adenosine triphosphate,unknown,unknown,reversible,ReconProductionDegradation
46977,HMDB0000749,SUCLG1,degrading,Mesaconic acid,unknown,unknown,reversible,ReconProductionDegradation
46976,HMDB0000254,SUCLG1,degrading,Succinic acid,unknown,unknown,reversible,ReconProductionDegradation
12390,HMDB0000538,ATP8A1,degrading,Adenosine triphosphate,c->e,out,irreversible,ReconProductionDegradation
43680,HMDB0000290,PIGQ,degrading,Uridine diphosphate-N-acetylglucosamine,unknown,unknown,irreversible,ReconProductionDegradation
11519,HMDB0015043,CES1,degrading,Cocaine,unknown,unknown,irreversible,ReconProductionDegradation
11520,HMDB0003598,CES1,degrading,Retinyl ester,unknown,unknown,irreversible,ReconProductionDegradation
11347,HMDB0001426,AOC2,producing,Formaldehyde,unknown,unknown,irreversible,ReconProductionDegradation
11348,HMDB0003905,AOC2,producing,Imidazole-4-acetaldehyde,unknown,unknown,irreversible,ReconProductionDegradation
11349,HMDB0003791,AOC2,producing,"3,4-Dihydroxyphenylacetaldehyde",unknown,unknown,irreversible,ReconProductionDegradation
1195,HMDB0000263,ENO2,producing,Phosphoenolpyruvic acid,unknown,unknown,reversible,ReconProductionDegradation
1364,HMDB0002215,PCBD1,producing,4a-Carbinolamine tetrahydrobiopterin,unknown,unknown,irreversible,ReconProductionDegradation
11524,HMDB0001870,CES1,producing,Benzoic acid,unknown,unknown,irreversible,ReconProductionDegradation
