HMDB,MetName,Symbol,Receptor,DB,CellLoc,BSLoc,TissueLoc,Mode,comb,a.database,a.experiment,a.textmining,a.prediction
"""HMDB0041130""","""24-Epibrassinolide""","""FGFR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",339,339,0,0,0
"""HMDB0002496""","""N-[(3a,5b,7a)-3-hydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine""","""FGFR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular""]",null,null,"""binding""",364,364,0,0,0
"""HMDB0000094""","""Citric acid""","""FGFR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Mitochondria""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""All Tissues"", ""Placenta"", ""Prostate""]","""binding""",800,800,0,0,0
"""HMDB0015397""","""Sunitinib""","""FGFR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""inhibition""",589,512,0,180,0
"""HMDB0006284""","""L-2,4-diaminobutyric acid""","""FGFR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Mitochondria""]","[""Blood"", ""Urine""]",null,"""binding""",428,428,0,0,0
"""HMDB0000169""","""D-Mannose""","""FGFR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",439,439,0,0,0
"""HMDB0000134""","""Fumaric acid""","""FGFR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Placenta"", ""Prostate""]","""binding""",428,428,0,0,0
"""HMDB0001448""","""Sulfate""","""FGFR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Placenta""]","""binding""",800,800,0,0,0
"""HMDB0015175""","""Thalidomide""","""FGFR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""inhibition""",854,0,0,295,800
"""HMDB0000067""","""Cholesterol""","""ABCA1""","""transporter""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome"", ""Membrane"", ""Mitochondria""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""All Tissues"", ""Placenta"", ""Prostate""]","""activation""",997,0,0,976,900
"""HMDB0001043""","""Arachidonic acid""","""ABCA1""","""transporter""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","""activation""",911,0,0,138,900
"""HMDB0001999""","""Eicosapentaenoic acid""","""ABCA1""","""transporter""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Feces"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Kidney"", ""Leukocyte"", ""Liver"", ""Placenta"", ""Platelet"", ""Skeletal Muscle""]","""activation""",900,0,0,0,900
"""HMDB0000673""","""Linoleic acid""","""ABCA1""","""transporter""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","""activation""",920,0,0,224,900
"""HMDB0001388""","""alpha-Linolenic acid""","""ABCA1""","""transporter""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""activation""",908,0,0,110,900
"""HMDB0030964""","""Linolenelaidic acid""","""ABCA1""","""transporter""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""activation""",908,0,0,110,900
"""HMDB0000220""","""Palmitic acid""","""ABCA1""","""transporter""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""activation""",982,0,0,828,900
"""HMDB0015151""","""Glyburide""","""ABCA1""","""transporter""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""inhibition""",964,0,0,829,800
"""HMDB0000123""","""Glycine""","""PTPRH""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","""binding""",445,445,0,0,0
"""HMDB0000148""","""L-Glutamic acid""","""GRIK2""","""lgic""","""NeuronchatMetaboliteReceptor""","[""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","""activation""",null,null,null,null,null
"""HMDB0000191""","""L-Aspartic acid""","""GRIK2""","""lgic""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Mitochondria""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""All Tissues"", ""Placenta"", ""Prostate""]","""activation""",914,553,0,100,800
"""HMDB0000148""","""L-Glutamic acid""","""GRIK2""","""lgic""","""StitchMetaboliteReceptor""","[""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","""activation""",992,838,0,534,900
"""HMDB0000058""","""Cyclic AMP""","""TRPV4""","""vgic""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Golgi apparatus""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""All Tissues"", ""Placenta""]","""activation""",900,0,0,0,900
"""HMDB0001314""","""Cyclic GMP""","""TRPV4""","""vgic""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Golgi apparatus"", ""Nucleus""]","[""Blood"", ""Cerebrospinal Fluid (CSF)""]","[""Kidney"", ""Platelet"", ""Smooth Muscle""]","""activation""",900,0,0,0,900
"""HMDB0001043""","""Arachidonic acid""","""TRPV4""","""vgic""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","""activation""",969,0,0,901,700
"""HMDB0004080""","""Anandamide""","""TRPV4""","""vgic""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]",null,"""activation""",926,282,0,900,0
"""HMDB0000464""","""Calcium""","""TRPV4""","""vgic""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,"""inhibition""",967,619,0,200,900
"""HMDB0000538""","""Adenosine triphosphate""","""LGR6""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva""]","[""Adipose Tissue"", ""Bladder"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Platelet"", ""Skeletal Muscle""]","""binding""",413,413,0,0,0
"""HMDB0010572""","""PG(16:0/18:0)""","""LGR6""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,"[""All Tissues""]","""binding""",370,370,0,0,0
"""HMDB0041130""","""24-Epibrassinolide""","""LGR6""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",360,360,0,0,0
"""HMDB0001341""","""ADP""","""LGR6""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","[""All Tissues""]","""binding""",360,360,0,0,0
"""HMDB0000131""","""Glycerol""","""LGR6""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Mitochondria""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Bladder"", ""Brain"", ""Epidermis"", ""Kidney"", ""Liver"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","""binding""",224,224,0,0,0
"""HMDB0000588""","""Sodium""","""LGR6""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Golgi apparatus"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","[""Kidney""]","""binding""",286,286,0,0,0
"""HMDB0000174""","""L-Fucose""","""LGR6""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Feces"", ""Saliva"", ""Urine""]","[""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Spleen"", ""Testis""]","""binding""",345,345,0,0,0
"""HMDB0037790""","""Polyethylene glycol""","""LGR6""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Saliva""]",null,"""binding""",413,413,0,0,0
"""HMDB0001043""","""Arachidonic acid""","""SLC27A1""","""transporter""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","""activation""",907,0,0,100,900
"""HMDB0001999""","""Eicosapentaenoic acid""","""SLC27A1""","""transporter""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Feces"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Kidney"", ""Leukocyte"", ""Liver"", ""Placenta"", ""Platelet"", ""Skeletal Muscle""]","""activation""",900,0,0,0,900
"""HMDB0000673""","""Linoleic acid""","""SLC27A1""","""transporter""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","""activation""",932,0,0,347,900
"""HMDB0001388""","""alpha-Linolenic acid""","""SLC27A1""","""transporter""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""activation""",908,0,0,110,900
"""HMDB0030964""","""Linolenelaidic acid""","""SLC27A1""","""transporter""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""activation""",908,0,0,115,900
"""HMDB0000220""","""Palmitic acid""","""SLC27A1""","""transporter""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""activation""",940,0,0,422,900
"""HMDB0000169""","""D-Mannose""","""GFRA3""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",800,800,0,0,0
"""HMDB0041130""","""24-Epibrassinolide""","""FLT3""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",339,339,0,0,0
"""HMDB0002496""","""N-[(3a,5b,7a)-3-hydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine""","""FLT3""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular""]",null,null,"""binding""",364,364,0,0,0
"""HMDB0015397""","""Sunitinib""","""FLT3""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""inhibition""",998,914,0,914,800
"""HMDB0006284""","""L-2,4-diaminobutyric acid""","""FLT3""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Mitochondria""]","[""Blood"", ""Urine""]",null,"""binding""",664,428,0,430,0
"""HMDB0000169""","""D-Mannose""","""FLT3""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",439,439,0,0,0
"""HMDB0000134""","""Fumaric acid""","""FLT3""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Placenta"", ""Prostate""]","""binding""",428,428,0,0,0
"""HMDB0014462""","""Gefitinib""","""FLT3""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""inhibition""",551,336,0,342,0
"""HMDB0014671""","""Erlotinib""","""FLT3""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""inhibition""",660,578,0,219,0
"""HMDB0014473""","""Indomethacin""","""ABCC6""","""transporter""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""activation""",796,0,0,340,700
"""HMDB0000538""","""Adenosine triphosphate""","""P2RY10""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva""]","[""Adipose Tissue"", ""Bladder"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Platelet"", ""Skeletal Muscle""]","""activation""",900,0,0,0,900
"""HMDB0001341""","""ADP""","""P2RY10""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","[""All Tissues""]","""activation""",900,0,0,0,900
"""HMDB0000295""","""Uridine 5'-diphosphate""","""P2RY10""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome"", ""Mitochondria"", ""Nucleus""]","[""Blood""]","[""Placenta"", ""Prostate"", ""Thyroid Gland""]","""activation""",909,0,0,122,900
"""HMDB0000285""","""Uridine triphosphate""","""P2RY10""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Mitochondria"", ""Nucleus""]","[""Saliva""]",null,"""activation""",800,0,0,0,800
"""HMDB0000588""","""Sodium""","""ATP11B""","""transporter""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Golgi apparatus"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","[""Kidney""]","""activation""",616,463,0,306,0
"""HMDB0033441""","""(±)-alpha-Narcotine""","""TAS2R8""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0036587""","""Quassin""","""TAS2R8""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0001218""","""Coumarin""","""TAS2R8""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Saliva""]",null,"""binding""",900,0,0,0,900
"""HMDB0033439""","""(-)-alpha-Narcotine""","""TAS2R8""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0029943""","""Arbutin""","""TAS2R8""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0031849""","""2-Ethylpyrazine""","""TAS2R8""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0030023""","""Angeolide""","""TAS2R8""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0035030""","""Amygdalin""","""TAS2R8""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",907,0,0,100,900
"""HMDB0001903""","""Calcitriol""","""VDR""","""nhr""","""CellphoneMetaboliteReceptor""","[""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Blood"", ""Feces""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",null,null,null,null,null
"""HMDB0015364""","""Dexamethasone""","""VDR""","""nhr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",388,300,0,0,150
"""HMDB0014998""","""Prednisolone""","""VDR""","""nhr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Kidney"", ""Liver""]","""binding""",373,306,0,122,0
"""HMDB0000151""","""Estradiol""","""VDR""","""nhr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",550,397,0,172,150
"""HMDB0014565""","""Spironolactone""","""VDR""","""nhr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",227,227,0,0,0
